epoch,loss,train classification accuracy,Classified as target,Average similarity with target,Average similarity with correct caption,test_loss,test classification accuracy,Test-Classified as target,Test-Average similarity with target,Test-Average similarity with correct caption,norm v
747,0.202269735,0.2415625,96.46,0.31242028,0.298089349,,,,,,
748,0.202246563,0.230625,98.32,0.31298825,0.297654582,,,,,,
749,0.202258698,0.2425,96.24,0.31269082,0.298092986,,,,,,
750,0.20222959,0.23625,97.8,0.3134042,0.298080274,0.317380816,0.234375,0.7578125,0.31291497,0.297677878,8.251905
751,0.202236339,0.2328125,98,0.31323892,0.297979361,,,,,,
752,0.202249234,0.231875,98.08,0.3129227,0.297612596,,,,,,
753,0.202242894,0.230625,98.26,0.31307822,0.297780324,,,,,,
754,0.202244085,0.2240625,99,0.31304896,0.297836025,,,,,,
755,0.202248014,0.236875,97.12,0.31295276,0.297947186,,,,,,
756,0.202234931,0.2271875,98.52,0.31327334,0.297646616,,,,,,
757,0.202234941,0.22828125,98.56,0.31327313,0.29767597,,,,,,
758,0.20223316,0.22546875,98.86,0.31331673,0.298006716,,,,,,
759,0.202234867,0.2165625,99.38,0.3132749,0.29785939,,,,,,
760,0.202236574,0.2290625,98.16,0.3132331,0.297838506,,,,,,
761,0.202238557,0.22328125,98.86,0.3131845,0.29759502,,,,,,
762,0.202222115,0.22421875,99.02,0.31358752,0.297549016,,,,,,
763,0.202238398,0.225,98.58,0.31318843,0.297704763,,,,,,
764,0.202228017,0.21984375,99.5,0.3134429,0.29714155,,,,,,
765,0.202206378,0.21921875,99.76,0.3139732,0.297302235,,,,,,
766,0.202237625,0.23578125,97.22,0.31320736,0.297806074,,,,,,
767,0.202226317,0.23125,98.44,0.3134845,0.297979865,,,,,,
768,0.20223853,0.22890625,98.22,0.31318516,0.297470307,,,,,,
769,0.202226012,0.23015625,97.98,0.31349197,0.297839147,,,,,,
770,0.202249513,0.2325,97.72,0.31291598,0.298374935,,,,,,
771,0.202222178,0.21984375,99.38,0.31358597,0.297092225,,,,,,
772,0.202215486,0.2196875,99.42,0.31374997,0.297230765,,,,,,
773,0.202223471,0.2234375,99.1,0.31355426,0.296965537,,,,,,
774,0.202237544,0.23,98.78,0.3132093,0.297157242,,,,,,
775,0.202205624,0.2265625,98.88,0.3139917,0.298009462,0.317629367,0.234375,0.76171875,0.31274465,0.295552093,8.426454
776,0.202229818,0.22734375,98.72,0.31339866,0.297746922,,,,,,
777,0.202213249,0.22203125,99.52,0.3138048,0.297526923,,,,,,
778,0.202198698,0.22,99.5,0.31416148,0.297170157,,,,,,
779,0.202222371,0.22328125,99.06,0.31358123,0.297258029,,,,,,
780,0.202209173,0.230625,97.92,0.31390476,0.297666335,,,,,,
781,0.202202308,0.21203125,100.42,0.31407294,0.296991518,,,,,,
782,0.202227449,0.22484375,98.76,0.31345668,0.297352471,,,,,,
783,0.202196228,0.21640625,100.02,0.314222,0.29747021,,,,,,
784,0.202197465,0.21625,100.08,0.31419158,0.297094017,,,,,,
785,0.202210432,0.2203125,99.3,0.31387386,0.297130895,,,,,,
786,0.202198397,0.21625,99.74,0.31416878,0.297107576,,,,,,
787,0.202226194,0.22390625,98.8,0.3134875,0.296939666,,,,,,
788,0.202199431,0.22390625,99.8,0.3141435,0.297139292,,,,,,
789,0.202191853,0.2234375,98.9,0.31432927,0.297279663,,,,,,
790,0.202204285,0.2225,99.5,0.31402457,0.297108466,,,,,,
791,0.202195774,0.2246875,99.28,0.31423312,0.297419802,,,,,,
792,0.202201355,0.21609375,100.06,0.31409627,0.297116414,,,,,,
793,0.202173997,0.211875,100.3,0.31476682,0.296263609,,,,,,
794,0.202196428,0.2171875,99.74,0.31421706,0.297236311,,,,,,
795,0.202182949,0.21125,100.86,0.31454742,0.296965112,,,,,,
796,0.202214118,0.228125,98.56,0.3137835,0.297461883,,,,,,
797,0.202202764,0.22125,99.18,0.31406173,0.297360719,,,,,,
798,0.202181057,0.20984375,100.46,0.31459385,0.29693042,,,,,,
799,0.20217873,0.2115625,100.5,0.3146509,0.29690014,,,,,,
800,0.202202062,0.2215625,99.22,0.31407902,0.297037334,0.318651885,0.23046875,0.78125,0.31364834,0.298824355,8.5961685
801,0.202192819,0.2140625,100,0.31430554,0.297049473,,,,,,
802,0.202184707,0.21359375,100.56,0.31450444,0.296787174,,,,,,
803,0.202193356,0.2140625,100.26,0.3142924,0.296867107,,,,,,
804,0.202173653,0.21421875,100.12,0.31477532,0.296875924,,,,,,
805,0.202192312,0.21625,99.94,0.31431797,0.296573347,,,,,,
806,0.202174715,0.21578125,99.92,0.3147493,0.297094829,,,,,,
807,0.20218685,0.21890625,99.82,0.3144518,0.297156507,,,,,,
808,0.202192935,0.21640625,99.72,0.31430268,0.297081316,,,,,,
809,0.202173675,0.218125,99.8,0.31477466,0.296914787,,,,,,
810,0.202169023,0.21453125,100.46,0.31488878,0.29683036,,,,,,
811,0.202192687,0.223125,99.3,0.31430876,0.297223024,,,,,,
812,0.202182092,0.21796875,100.14,0.3145685,0.296615836,,,,,,
813,0.202170823,0.2146875,100.08,0.31484473,0.296853163,,,,,,
814,0.20218364,0.2096875,100.66,0.31453055,0.296580229,,,,,,
815,0.202172265,0.218125,99.84,0.31480926,0.296879351,,,,,,
816,0.20217234,0.221875,99.4,0.3148075,0.297131954,,,,,,
817,0.202161224,0.214375,100.3,0.31507993,0.296614238,,,,,,
818,0.202175067,0.2209375,99.78,0.31474063,0.296808119,,,,,,
819,0.20216323,0.20875,100.64,0.31503075,0.296315251,,,,,,
820,0.202148375,0.21265625,100.64,0.31539485,0.296684878,,,,,,
821,0.202151045,0.21015625,100.96,0.3153295,0.296929203,,,,,,
822,0.202155982,0.20109375,101.74,0.3152084,0.296225427,,,,,,
823,0.202150194,0.21625,100.06,0.31535023,0.296665451,,,,,,
824,0.202142454,0.20515625,101.52,0.31554002,0.29634645,,,,,,
825,0.202163381,0.21734375,100,0.31502706,0.296665829,0.317592621,0.2421875,0.76171875,0.315381,0.297875775,8.761269
826,0.202161635,0.21046875,100.5,0.31506982,0.296575755,,,,,,
827,0.202159024,0.21375,100.64,0.31513393,0.296658842,,,,,,
828,0.202150289,0.2065625,101.26,0.31534797,0.296871771,,,,,,
829,0.202140675,0.215,100.26,0.31558362,0.296646474,,,,,,
830,0.202136059,0.20015625,101.94,0.3156967,0.296249468,,,,,,
831,0.202146171,0.20828125,101.56,0.31544882,0.296283445,,,,,,
832,0.202128347,0.20421875,101.62,0.3158858,0.296364036,,,,,,
833,0.202153144,0.2071875,101.2,0.31527802,0.296394759,,,,,,
834,0.202149073,0.2096875,101.08,0.31537777,0.29642755,,,,,,
835,0.202154602,0.21125,100.7,0.3152422,0.296136631,,,,,,
836,0.202164543,0.21578125,100.24,0.31499863,0.296625887,,,,,,
837,0.202149937,0.20578125,101.3,0.31535652,0.295934776,,,,,,
838,0.202155622,0.209375,100.2,0.3152172,0.296050157,,,,,,
839,0.202141464,0.2075,101.16,0.31556424,0.296105089,,,,,,
840,0.202143006,0.2075,101.28,0.31552652,0.296252497,,,,,,
841,0.202153704,0.214375,100.46,0.31526434,0.296225956,,,,,,
842,0.202138084,0.2078125,101.16,0.31564716,0.296341673,,,,,,
843,0.202142325,0.2071875,101.26,0.31554317,0.296395484,,,,,,
844,0.202143038,0.2096875,101.48,0.31552568,0.296090356,,,,,,
845,0.202157469,0.21734375,100.02,0.31517196,0.296448339,,,,,,
846,0.202148879,0.209375,100.74,0.31538266,0.29604082,,,,,,
847,0.202134587,0.20484375,101.7,0.31573287,0.296131374,,,,,,
848,0.202122833,0.20046875,101.78,0.31602094,0.295983782,,,,,,
849,0.202139954,0.20328125,101.26,0.31560123,0.296534874,,,,,,
850,0.20213141,0.2015625,101.8,0.3158108,0.295887966,0.317247361,0.19921875,0.8046875,0.316671,0.296199585,8.922802
851,0.202131822,0.20796875,100.82,0.31580064,0.296022007,,,,,,
852,0.202115071,0.2078125,101.28,0.31621113,0.295889616,,,,,,
853,0.202109199,0.200625,102.16,0.31635514,0.29569153,,,,,,
854,0.202138803,0.20125,101.68,0.31562957,0.295557665,,,,,,
855,0.202124877,0.19828125,102.08,0.31597087,0.295655316,,,,,,
856,0.202119239,0.20015625,101.84,0.3161091,0.29534668,,,,,,
857,0.202134374,0.20171875,101.84,0.31573808,0.295806717,,,,,,
858,0.202103072,0.20828125,101.16,0.31650525,0.296144921,,,,,,
859,0.202110586,0.2075,101.26,0.31632107,0.296128204,,,,,,
860,0.202137992,0.21171875,101,0.3156494,0.29607647,,,,,,
861,0.202121046,0.20796875,101.38,0.31606475,0.296194896,,,,,,
862,0.202108661,0.2025,101.8,0.3163682,0.29604897,,,,,,
863,0.2021074,0.19265625,102.88,0.31639913,0.295537403,,,,,,
864,0.202114715,0.20421875,101.5,0.31621993,0.295969256,,,,,,
865,0.202104085,0.1978125,102.76,0.31648055,0.295820596,,,,,,
866,0.202111998,0.20453125,101.14,0.3162865,0.29583945,,,,,,
867,0.202119049,0.2053125,101.72,0.3161137,0.296102104,,,,,,
868,0.20211732,0.19984375,101.92,0.316156,0.295820128,,,,,,
869,0.202110272,0.19953125,101.84,0.31632882,0.295818167,,,,,,
870,0.202104675,0.1990625,102.12,0.31646597,0.295793912,,,,,,
871,0.20211732,0.196875,102.36,0.31615606,0.295248692,,,,,,
872,0.20211905,0.20125,102.1,0.31611356,0.295749136,,,,,,
873,0.202115134,0.19640625,102.48,0.31620964,0.295548064,,,,,,
874,0.202128421,0.2075,101.22,0.31588393,0.296046471,,,,,,
875,0.20210662,0.20203125,101.68,0.31641835,0.295724581,0.318686455,0.19921875,0.80078125,0.3155356,0.294538096,9.081473
876,0.202104008,0.19953125,102.24,0.31648237,0.295450075,,,,,,
877,0.202112012,0.19734375,102.1,0.3162862,0.295930262,,,,,,
878,0.20209781,0.20015625,102.12,0.31663433,0.295772399,,,,,,
879,0.202107178,0.20515625,101.28,0.31640458,0.295846236,,,,,,
880,0.20211624,0.19859375,102.14,0.3161825,0.295912603,,,,,,
881,0.202098034,0.19625,102.48,0.31662866,0.295748715,,,,,,
882,0.202128236,0.2003125,102.26,0.31588858,0.295691294,,,,,,
883,0.202105985,0.2025,102,0.3164339,0.295797387,,,,,,
884,0.202092223,0.1896875,103.4,0.3167712,0.295284577,,,,,,
885,0.202086118,0.19484375,102.74,0.3169208,0.295494384,,,,,,
886,0.202092511,0.19765625,102.72,0.31676424,0.295174845,,,,,,
887,0.202100362,0.1921875,102.86,0.31657162,0.295540482,,,,,,
888,0.202081742,0.19359375,102.98,0.31702805,0.29547716,,,,,,
889,0.202087091,0.19609375,102.46,0.316897,0.295672635,,,,,,
890,0.202103865,0.20328125,101.7,0.3164858,0.295571151,,,,,,
891,0.202103617,0.20015625,101.98,0.31649193,0.295524191,,,,,,
892,0.20208175,0.19015625,103.54,0.31702793,0.295287459,,,,,,
893,0.202090492,0.1990625,102.22,0.3168136,0.294956858,,,,,,
894,0.202073286,0.20046875,102.02,0.31723535,0.295996407,,,,,,
895,0.202085816,0.1971875,102.76,0.31692827,0.2952408,,,,,,
896,0.202103315,0.1965625,102.64,0.31649926,0.295452133,,,,,,
897,0.202078564,0.188125,103.48,0.31710595,0.294822668,,,,,,
898,0.202095059,0.20234375,101.82,0.31670165,0.295616947,,,,,,
899,0.20207597,0.1971875,102.84,0.31716955,0.295524259,,,,,,
900,0.202097391,0.20265625,101.52,0.31664455,0.295631755,0.318264097,0.16796875,0.828125,0.31585306,0.296312883,9.236228
901,0.202101005,0.20078125,102.08,0.31655595,0.295628,,,,,,
902,0.202081347,0.19171875,103.2,0.31703782,0.294931825,,,,,,
903,0.202072394,0.18890625,103.24,0.31725723,0.295249267,,,,,,
904,0.202077775,0.1915625,103.14,0.31712532,0.294968789,,,,,,
905,0.202080586,0.19484375,102.78,0.31705645,0.29508912,,,,,,
906,0.202082353,0.19109375,103.36,0.31701308,0.295119684,,,,,,
907,0.202067297,0.19265625,103.06,0.31738216,0.295427145,,,,,,
908,0.202090567,0.19484375,103.02,0.3168117,0.29499114,,,,,,
909,0.202060358,0.183125,103.98,0.3175522,0.294768919,,,,,,
910,0.202079924,0.185625,104.26,0.31707263,0.295110762,,,,,,
911,0.202068567,0.1915625,103.28,0.317351,0.29569137,,,,,,
912,0.202074063,0.19390625,102.78,0.3172163,0.294656109,,,,,,
913,0.202087426,0.18921875,103.56,0.31688872,0.295022125,,,,,,
914,0.202065205,0.19421875,103.04,0.31743345,0.295344916,,,,,,
915,0.202067489,0.184375,104.18,0.3173774,0.295068729,,,,,,
916,0.202064133,0.1921875,103.4,0.31745973,0.295005216,,,,,,
917,0.202078164,0.19125,103.62,0.31711575,0.295428946,,,,,,
918,0.202074121,0.190625,103.56,0.3172149,0.295247692,,,,,,
919,0.20207452,0.194375,103.32,0.31720513,0.295374972,,,,,,
920,0.202066717,0.19171875,103.3,0.31739634,0.295117495,,,,,,
921,0.202078422,0.19546875,103.1,0.3171094,0.295196166,,,,,,
922,0.202061248,0.18453125,104.26,0.31753036,0.294917918,,,,,,
923,0.202073623,0.1928125,103.5,0.31722707,0.295166193,,,,,,
924,0.202067338,0.18875,103.86,0.31738102,0.295431901,,,,,,
925,0.202043502,0.18328125,104.38,0.31796542,0.294677792,0.318977922,0.23828125,0.76953125,0.3149019,0.29634006,9.387769
926,0.202037108,0.1771875,105.44,0.31812215,0.29459016,,,,,,
927,0.202053409,0.18671875,103.62,0.31772238,0.294747859,,,,,,
928,0.20206138,0.18703125,104.06,0.31752712,0.295004122,,,,,,
929,0.202056017,0.19375,103.54,0.31765863,0.295090717,,,,,,
930,0.20204033,0.17953125,104.78,0.31804314,0.294570525,,,,,,
931,0.202058231,0.18625,104.22,0.31760436,0.294786412,,,,,,
932,0.20204277,0.18796875,104.06,0.31798333,0.294772318,,,,,,
933,0.202055689,0.1878125,103.58,0.31766668,0.29504655,,,,,,
934,0.202059462,0.185,104.56,0.31757417,0.294831077,,,,,,
935,0.202044503,0.18921875,103.58,0.3179408,0.295019397,,,,,,
936,0.202059782,0.19,103.76,0.3175663,0.29524177,,,,,,
937,0.202058405,0.1896875,103.94,0.3176001,0.294727371,,,,,,
938,0.202035442,0.19578125,103.76,0.3181629,0.295169088,,,,,,
939,0.202034979,0.184375,104.16,0.31817424,0.294334327,,,,,,
940,0.202057903,0.18484375,104.6,0.3176124,0.294831603,,,,,,
941,0.202049998,0.1871875,104.18,0.31780618,0.294446012,,,,,,
942,0.202043834,0.18765625,104.16,0.3179572,0.294794556,,,,,,
943,0.202025775,0.18234375,104.8,0.31839994,0.294466574,,,,,,
944,0.202021933,0.17375,105.68,0.31849396,0.294242611,,,,,,
945,0.202037806,0.17890625,104.9,0.31810495,0.294397857,,,,,,
946,0.202036635,0.175625,105.52,0.31813365,0.294556366,,,,,,
947,0.20202507,0.1759375,105.54,0.3184171,0.294514804,,,,,,
948,0.202025787,0.17578125,105.42,0.31839955,0.294558293,,,,,,
949,0.202016281,0.17578125,105.6,0.31863257,0.294191191,,,,,,
950,0.202063336,0.18625,103.98,0.31747916,0.294377735,0.316747308,0.1953125,0.796875,0.31767946,0.295485457,9.534799
951,0.202045289,0.1884375,103.82,0.31792146,0.294551698,,,,,,
952,0.202049068,0.1915625,103.26,0.31782895,0.294887449,,,,,,
953,0.202040541,0.185625,104.38,0.31803802,0.294982694,,,,,,
954,0.202043494,0.18671875,104.32,0.31796566,0.294475079,,,,,,
955,0.202027574,0.179375,104.92,0.31835574,0.294181865,,,,,,
956,0.202019607,0.17890625,105.3,0.31855103,0.294583763,,,,,,
957,0.202032616,0.1796875,105.02,0.31823218,0.294329937,,,,,,
958,0.202011398,0.17875,105.64,0.31875226,0.294722034,,,,,,
959,0.202018894,0.17296875,106.16,0.31856847,0.29413999,,,,,,
960,0.202041629,0.18421875,104.56,0.3180112,0.294757926,,,,,,
961,0.202037366,0.17984375,104.86,0.3181158,0.29432861,,,,,,
962,0.202036271,0.18140625,104.84,0.3181426,0.294579179,,,,,,
963,0.202016104,0.1759375,105.84,0.31863692,0.294411932,,,,,,
964,0.202020127,0.175,105.92,0.31853825,0.294063784,,,,,,
965,0.202020815,0.1753125,105.36,0.31852138,0.293841714,,,,,,
966,0.202022471,0.17890625,105.06,0.31848082,0.294476532,,,,,,
967,0.202003336,0.17578125,106.04,0.31894988,0.293892174,,,,,,
968,0.202028557,0.1796875,104.54,0.3183316,0.294079606,,,,,,
969,0.202022033,0.18328125,104.88,0.31849158,0.294353952,,,,,,
970,0.202020861,0.18390625,104.6,0.3185203,0.294695249,,,,,,
971,0.202010949,0.171875,106.04,0.31876317,0.293704171,,,,,,
972,0.202031053,0.178125,105.34,0.31827053,0.294209229,,,,,,
973,0.202012435,0.1715625,106.22,0.3187268,0.293979763,,,,,,
974,0.201990314,0.170625,106.34,0.31926897,0.293618273,,,,,,
975,0.202024013,0.1775,105.18,0.3184431,0.293984323,0.318326473,0.2109375,0.80859375,0.3168904,0.295282209,9.680105
976,0.202024246,0.18046875,104.92,0.31843743,0.294423825,,,,,,
977,0.201988006,0.16859375,106.64,0.3193256,0.293804156,,,,,,
978,0.202005909,0.1659375,106.62,0.31888688,0.293852242,,,,,,
979,0.202015635,0.1753125,105.38,0.31864834,0.293882703,,,,,,
980,0.201988964,0.1725,106.02,0.31930208,0.293872886,,,,,,
981,0.201986728,0.17265625,106.12,0.31935695,0.293953765,,,,,,
982,0.20202064,0.17609375,105.72,0.3185257,0.294282641,,,,,,
983,0.201997474,0.1696875,106.02,0.3190935,0.294018162,,,,,,
984,0.202005953,0.18515625,104.62,0.3188857,0.294505112,,,,,,
985,0.201990874,0.17609375,106.06,0.31925523,0.294098552,,,,,,
986,0.201994973,0.17078125,105.94,0.31915483,0.293697274,,,,,,
987,0.201990974,0.179375,105.5,0.31925285,0.294101532,,,,,,
988,0.20199189,0.17078125,106.62,0.3192304,0.293991041,,,,,,
989,0.201981388,0.1665625,107.06,0.31948775,0.293712415,,,,,,
990,0.201999415,0.17015625,105.96,0.319046,0.294030005,,,,,,
991,0.202005124,0.17375,106.08,0.318906,0.294133081,,,,,,
992,0.201999248,0.1765625,105.68,0.31905007,0.293711807,,,,,,
993,0.201995627,0.16828125,106.16,0.31913877,0.293920382,,,,,,
994,0.202014931,0.170625,106,0.3186656,0.29394798,,,,,,
995,0.201992548,0.1746875,105.4,0.31921434,0.293960153,,,,,,
996,0.202003624,0.17203125,105.76,0.31894273,0.293901765,,,,,,
997,0.201994959,0.16734375,106.46,0.31915513,0.293830796,,,,,,
998,0.201995104,0.17453125,105.62,0.31915164,0.294060032,,,,,,
999,0.201991933,0.170625,106.3,0.31922933,0.29380991,,,,,,
